id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
6558125,28305098,Manhattan,Chelsea,Entire home/apt,900,3,13,0.26,24
6558729,12764940,Brooklyn,Williamsburg,Private room,95,1,0,,0
6559453,34306160,Brooklyn,Williamsburg,Private room,60,4,87,1.75,96
6559615,31675601,Brooklyn,Bay Ridge,Private room,70,30,54,1.17,288
6559926,26270573,Manhattan,Upper East Side,Entire home/apt,240,5,82,1.87,158
6559985,3531344,Brooklyn,Bushwick,Entire home/apt,150,3,16,0.33,0
6560055,34310803,Manhattan,Washington Heights,Entire home/apt,150,30,0,,0
6560165,23311838,Manhattan,Upper West Side,Entire home/apt,175,1,4,0.08,0
6560257,836168,Manhattan,Upper West Side,Entire home/apt,1000,30,27,0.57,364
6560459,34313950,Brooklyn,Bedford-Stuyvesant,Private room,48,1,0,,0
6561328,24860438,Brooklyn,Williamsburg,Private room,42,8,1,0.02,0
6561509,34322623,Manhattan,Washington Heights,Private room,80,2,18,0.36,326
6567114,34345802,Brooklyn,Crown Heights,Entire home/apt,150,5,15,0.34,342
6568523,33459378,Manhattan,Battery Park City,Entire home/apt,195,7,2,0.04,0
6569350,22261783,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,130,2.63,105
6570517,4534649,Manhattan,Harlem,Private room,75,2,52,1.04,0
6570718,9630921,Queens,Long Island City,Entire home/apt,85,7,0,,0
6571039,1808103,Brooklyn,Williamsburg,Entire home/apt,90,2,85,1.99,4
6571441,31458100,Brooklyn,Bedford-Stuyvesant,Private room,53,2,11,0.23,0
6571890,34372907,Manhattan,East Village,Entire home/apt,155,2,36,0.8,164
6572344,1808103,Brooklyn,Williamsburg,Private room,49,3,13,0.26,181
6572570,16139880,Brooklyn,Bedford-Stuyvesant,Private room,78,3,108,2.17,158
6573055,31234460,Manhattan,East Village,Private room,100,1,0,,0
6574353,34386255,Brooklyn,Bedford-Stuyvesant,Private room,85,1,0,,0
6574537,34387513,Queens,Long Island City,Private room,225,1,0,,365
6574595,909577,Brooklyn,Williamsburg,Private room,199,1,2,0.06,346
6575471,33247865,Manhattan,Greenwich Village,Entire home/apt,350,2,34,0.74,0
6576327,33680030,Manhattan,Harlem,Entire home/apt,120,1,3,0.06,0
6576336,34397256,Queens,Ozone Park,Private room,70,2,114,2.47,310
6581248,34426902,Manhattan,Upper West Side,Entire home/apt,250,15,0,,39
6582117,23607132,Manhattan,Midtown,Private room,180,2,62,1.34,261
6582467,2566034,Brooklyn,Park Slope,Entire home/apt,145,7,1,0.02,8
6584448,3450556,Manhattan,Inwood,Entire home/apt,130,2,0,,0
6585028,19866189,Queens,Arverne,Private room,149,1,56,1.14,361
6585852,1263574,Manhattan,Upper West Side,Private room,60,4,5,0.1,0
6586663,34453577,Manhattan,Lower East Side,Entire home/apt,140,4,119,2.43,29
6588947,19233353,Brooklyn,Prospect-Lefferts Gardens,Private room,60,3,0,,0
6589412,34748949,Brooklyn,Park Slope,Entire home/apt,350,7,0,,0
6590549,6495511,Brooklyn,Williamsburg,Entire home/apt,175,3,5,0.1,0
6590569,20113500,Manhattan,Chelsea,Private room,110,3,2,0.04,0
6590570,9777215,Manhattan,Harlem,Entire home/apt,177,3,122,2.49,199
6594861,34501360,Brooklyn,Park Slope,Entire home/apt,275,30,12,0.25,70
6595943,34113764,Queens,Ditmars Steinway,Entire home/apt,99,1,49,0.99,0
6596747,4654046,Manhattan,West Village,Private room,105,2,111,2.31,92
6596927,8934751,Queens,Maspeth,Entire home/apt,200,4,1,0.64,129
6597854,5280006,Manhattan,Harlem,Private room,58,3,27,0.54,0
6598334,13106591,Manhattan,Upper West Side,Private room,100,9,3,0.06,0
6598376,8838164,Brooklyn,Bedford-Stuyvesant,Private room,45,14,0,,0
6598624,17382149,Brooklyn,Williamsburg,Private room,110,1,48,2.17,0
6599302,15386409,Manhattan,Harlem,Entire home/apt,80,3,3,0.06,0
6599689,34475475,Manhattan,Washington Heights,Private room,75,1,0,,0
6599950,1651102,Manhattan,West Village,Entire home/apt,700,1,0,,0
6601120,34534668,Brooklyn,Williamsburg,Entire home/apt,165,2,5,0.27,0
6601194,7155363,Brooklyn,Williamsburg,Private room,80,2,12,0.38,356
6601284,1021060,Brooklyn,South Slope,Entire home/apt,145,3,133,3.69,277
6601606,6864230,Manhattan,Lower East Side,Private room,125,1,0,,0
6601683,5226684,Brooklyn,Bushwick,Private room,45,1,2,0.04,0
6603534,9922972,Brooklyn,Bedford-Stuyvesant,Private room,30,1,107,2.18,345
6603756,22222260,Manhattan,Harlem,Private room,81,4,20,0.41,334
6607833,570850,Brooklyn,Midwood,Entire home/apt,49,4,5,0.2,179
6608246,26415767,Brooklyn,Sunset Park,Entire home/apt,225,3,52,1.12,297
6608666,34546849,Brooklyn,Bedford-Stuyvesant,Private room,70,2,131,2.63,255
6609293,26228337,Brooklyn,Park Slope,Entire home/apt,120,7,20,0.43,0
6609871,6375533,Manhattan,East Harlem,Entire home/apt,175,1,70,1.62,123
6610244,7701992,Manhattan,Harlem,Entire home/apt,130,1,0,,0
6610516,5753744,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,4,2,0.04,0
6610629,23152983,Manhattan,Washington Heights,Entire home/apt,150,4,11,0.24,319
6611547,34595916,Brooklyn,South Slope,Entire home/apt,95,5,161,3.22,207
6611557,21823,Brooklyn,Bushwick,Entire home/apt,300,3,18,0.45,217
6611592,4124666,Queens,Ditmars Steinway,Entire home/apt,180,1,145,3.55,33
6611652,21823,Brooklyn,Bushwick,Entire home/apt,375,3,46,1.07,217
6611774,3183567,Brooklyn,Park Slope,Private room,75,2,0,,0
6612664,1797304,Manhattan,Hell's Kitchen,Private room,75,5,53,1.34,239
6612737,28181993,Manhattan,Kips Bay,Private room,70,15,0,,0
6612744,24261066,Manhattan,Lower East Side,Entire home/apt,300,2,5,0.1,0
6612941,33976673,Queens,Sunnyside,Private room,60,7,11,0.22,0
6613106,10014644,Brooklyn,Park Slope,Private room,60,3,18,0.36,0
6613154,33782884,Brooklyn,Gowanus,Private room,158,2,3,0.06,0
6613354,34608427,Manhattan,Lower East Side,Entire home/apt,184,4,11,1.2,273
6614604,6492234,Manhattan,Washington Heights,Private room,50,4,0,,0
6619100,34642925,Manhattan,Chelsea,Entire home/apt,230,2,1,0.02,0
6619187,34643568,Manhattan,East Harlem,Private room,95,3,24,0.49,334
6619589,4265630,Brooklyn,Flatbush,Entire home/apt,110,3,58,1.18,205
6619797,4769812,Manhattan,Harlem,Entire home/apt,120,10,7,0.19,8
6619984,263882,Brooklyn,Bedford-Stuyvesant,Entire home/apt,189,2,92,1.95,239
6620407,31880074,Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,10,7,0.14,0
6620911,2128805,Manhattan,Gramercy,Entire home/apt,150,3,12,0.24,38
6622389,5025809,Brooklyn,Crown Heights,Entire home/apt,100,1,1,0.02,0
6625406,23527094,Brooklyn,Williamsburg,Private room,85,1,11,0.33,154
6626581,27077862,Manhattan,East Village,Entire home/apt,200,1,0,,0
6626894,13500220,Manhattan,Upper West Side,Entire home/apt,450,3,1,0.02,0
6627016,263614,Brooklyn,Williamsburg,Entire home/apt,250,3,1,0.02,0
6627254,10899109,Brooklyn,South Slope,Private room,100,2,1,0.02,0
6627553,16941743,Queens,Astoria,Private room,40,2,36,0.73,0
6627650,34690679,Manhattan,East Harlem,Private room,50,2,0,,0
6627668,27462282,Manhattan,Harlem,Private room,80,1,0,,0
6627752,25599307,Brooklyn,Flatbush,Entire home/apt,90,6,33,0.69,0
6627931,33722691,Brooklyn,Clinton Hill,Entire home/apt,150,4,2,0.06,22
6628117,24839107,Brooklyn,Williamsburg,Private room,80,1,7,0.14,0
6628193,3274213,Manhattan,Upper West Side,Private room,89,2,133,2.8,155
6628493,20587549,Brooklyn,Williamsburg,Private room,90,2,15,0.41,188
6631351,34712280,Brooklyn,Bedford-Stuyvesant,Entire home/apt,91,2,16,1.7,10
6633613,22058409,Manhattan,Financial District,Private room,85,1,2,0.05,0
6635179,3173147,Manhattan,Lower East Side,Entire home/apt,250,3,68,1.36,166
6635985,34720872,Queens,Long Island City,Private room,50,1,4,1.62,107
6636389,27439632,Manhattan,West Village,Entire home/apt,160,4,0,,0
6636906,3858150,Manhattan,Morningside Heights,Private room,60,9,7,0.15,0
6636968,34738375,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,5,12,0.34,0
6636993,20123174,Brooklyn,Williamsburg,Private room,90,1,0,,0
6637311,34740215,Manhattan,Midtown,Entire home/apt,225,3,11,0.23,0
6638042,5609081,Queens,Richmond Hill,Entire home/apt,290,4,13,0.28,277
6638377,31889552,Brooklyn,Fort Greene,Entire home/apt,95,3,1,0.02,0
6638446,23032146,Manhattan,Washington Heights,Entire home/apt,139,4,3,0.07,0
6638539,562114,Brooklyn,Bay Ridge,Entire home/apt,295,5,4,0.13,19
6639120,240740,Manhattan,Lower East Side,Private room,140,1,221,4.59,187
6642187,2536417,Manhattan,Upper East Side,Entire home/apt,399,3,38,0.77,311
6643716,2329581,Manhattan,Nolita,Private room,100,7,11,0.22,0
6644449,15537676,Brooklyn,Williamsburg,Private room,80,10,1,0.02,0
6644669,34779392,Manhattan,Upper West Side,Entire home/apt,135,5,8,0.16,0
6645224,34782697,Manhattan,Chelsea,Private room,100,21,0,,0
6645263,351650,Brooklyn,Williamsburg,Entire home/apt,175,3,2,0.05,0
6645963,24260658,Manhattan,East Harlem,Private room,70,2,32,0.64,63
6646009,4580943,Brooklyn,Williamsburg,Private room,50,1,1,0.02,0
6646365,23582893,Brooklyn,Bushwick,Private room,52,18,24,0.49,76
6647114,3579116,Manhattan,West Village,Private room,140,3,64,1.29,5
6649555,20700509,Manhattan,West Village,Entire home/apt,169,4,11,0.22,0
6650704,18081869,Brooklyn,South Slope,Entire home/apt,173,3,1,0.02,0
6651156,34813492,Brooklyn,Boerum Hill,Entire home/apt,169,2,49,1.0,4
6652170,17927814,Brooklyn,Flatlands,Shared room,27,5,0,,0
6652353,7106617,Manhattan,Upper West Side,Entire home/apt,150,5,6,0.12,0
6652755,16718896,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,5,25,0.51,0
6653095,25812962,Manhattan,East Harlem,Private room,70,1,33,1.28,313
6654081,2979971,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,205,3,1,0.16,0
6654202,34824417,Manhattan,Murray Hill,Entire home/apt,145,5,18,0.38,179
6654304,34828488,Brooklyn,Canarsie,Private room,88,2,12,0.26,180
6654323,16437254,Brooklyn,Fort Greene,Entire home/apt,179,30,0,,0
6654984,5417600,Brooklyn,Park Slope,Entire home/apt,200,365,4,0.14,173
6655786,7088466,Brooklyn,Prospect Heights,Entire home/apt,165,2,13,0.27,0
6656441,1418498,Brooklyn,Clinton Hill,Private room,89,4,0,,0
6656567,33622924,Manhattan,Harlem,Private room,85,1,52,1.39,355
6657134,1131394,Manhattan,Upper East Side,Entire home/apt,240,5,4,0.09,0
6657454,6913285,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,5,4,0.08,0
6658870,30858029,Brooklyn,Williamsburg,Private room,99,1,0,,0
6659165,12720552,Brooklyn,Bushwick,Private room,70,1,20,0.42,332
6659371,192349,Brooklyn,Bushwick,Entire home/apt,99,1,3,0.06,0
6660046,1761447,Brooklyn,Williamsburg,Entire home/apt,177,3,78,1.68,177
6660117,2196224,Manhattan,East Village,Entire home/apt,120,30,0,,213
6660330,1586060,Manhattan,West Village,Entire home/apt,300,1,7,0.14,0
6660373,25812962,Manhattan,East Harlem,Private room,40,1,62,1.35,257
6660511,34861715,Manhattan,East Village,Entire home/apt,280,2,29,0.59,0
6660518,34861728,Queens,Kew Gardens,Private room,59,9,12,0.26,318
6660816,1546620,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,1,0.03,0
6661923,15008796,Manhattan,Hell's Kitchen,Entire home/apt,150,4,1,0.02,0
6662112,29212339,Manhattan,Harlem,Entire home/apt,140,1,52,1.05,222
6662241,30208406,Manhattan,Chelsea,Entire home/apt,400,1,4,0.08,0
6662422,34873920,Brooklyn,Park Slope,Entire home/apt,250,6,0,,0
6662487,34874378,Manhattan,Harlem,Private room,75,1,59,1.19,0
6662511,6984488,Brooklyn,Prospect Heights,Entire home/apt,175,4,34,0.79,286
6662967,34876980,Manhattan,Harlem,Private room,85,1,19,0.39,365
6669443,8816218,Brooklyn,Williamsburg,Private room,125,1,0,,0
6670191,16437254,Brooklyn,Bedford-Stuyvesant,Entire home/apt,179,30,0,,274
6671082,1287185,Manhattan,East Village,Entire home/apt,150,35,7,0.14,304
6672758,2196224,Manhattan,East Village,Entire home/apt,197,30,1,0.06,191
6672812,1549512,Brooklyn,Clinton Hill,Private room,68,7,0,,0
6673630,6591262,Manhattan,Lower East Side,Entire home/apt,150,3,1,0.02,0
6673638,19600872,Brooklyn,Gravesend,Private room,69,1,0,,0
6674155,1208337,Manhattan,Upper East Side,Entire home/apt,200,1,4,0.08,0
6674342,5143511,Manhattan,Hell's Kitchen,Entire home/apt,125,3,0,,0
6674363,6725667,Manhattan,Chelsea,Private room,130,3,11,0.23,106
6674482,34933217,Manhattan,East Harlem,Private room,97,1,0,,0
6676250,12720552,Brooklyn,Bushwick,Shared room,50,1,9,0.19,365
6676383,34943122,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,1,5,0.1,0
6677647,34950721,Brooklyn,Williamsburg,Private room,100,1,1,0.02,0
6678082,34371968,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,70,1.54,293
6678277,34954047,Manhattan,Murray Hill,Entire home/apt,145,30,2,0.05,189
6678351,7577024,Manhattan,Harlem,Private room,100,1,0,,0
6679063,7409073,Manhattan,Hell's Kitchen,Private room,130,7,2,0.04,0
6680201,30839692,Queens,Flushing,Private room,45,2,186,3.74,170
6684189,4028339,Brooklyn,Clinton Hill,Entire home/apt,600,4,28,0.58,295
6684697,315082,Brooklyn,Williamsburg,Entire home/apt,125,3,20,0.4,0
6685873,1030526,Brooklyn,Fort Greene,Entire home/apt,95,2,0,,0
6686140,6743604,Manhattan,Nolita,Entire home/apt,130,1,13,0.26,0
6686165,34995566,Queens,Long Island City,Private room,44,28,14,0.39,275
6686332,30340506,Brooklyn,Bushwick,Entire home/apt,190,1,0,,0
6687933,35000945,Manhattan,Lower East Side,Private room,60,1,0,,0
6688119,35005938,Brooklyn,South Slope,Entire home/apt,199,1,1,0.02,0
6688617,35008385,Brooklyn,Williamsburg,Entire home/apt,49,7,1,0.02,0
6688780,11199830,Manhattan,Marble Hill,Private room,45,2,1,0.02,0
6689548,4271676,Manhattan,Nolita,Entire home/apt,265,2,90,1.95,11
6690696,3131306,Brooklyn,Clinton Hill,Entire home/apt,220,30,1,0.02,0
6691625,2135117,Brooklyn,Windsor Terrace,Private room,52,2,53,2.87,55
6691723,35025150,Brooklyn,Williamsburg,Entire home/apt,180,2,6,0.14,0
6692213,6847312,Manhattan,Upper East Side,Entire home/apt,127,2,30,0.62,0
6692573,35030648,Manhattan,East Village,Private room,108,2,17,0.35,0
6692574,22727131,Queens,Flushing,Entire home/apt,150,7,1,0.02,0
6692633,481921,Brooklyn,Prospect Heights,Entire home/apt,440,4,23,0.47,7
6692975,29417590,Manhattan,Chelsea,Private room,100,1,2,0.04,0
6693052,398440,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,4,0.53,14
6693403,10717539,Brooklyn,Flatbush,Entire home/apt,175,1,0,,0
6693612,4316973,Manhattan,Hell's Kitchen,Entire home/apt,180,3,2,0.76,2
6698963,12432650,Manhattan,Chinatown,Entire home/apt,250,5,14,0.45,5
6699725,34914311,Bronx,Longwood,Private room,99,1,0,,0
6699912,35070587,Brooklyn,Sunset Park,Private room,75,7,0,,0
6700860,35075473,Brooklyn,Carroll Gardens,Entire home/apt,150,5,5,0.1,0
6701706,13953653,Queens,Sunnyside,Private room,49,6,15,0.3,128
6702693,8730,Manhattan,Chelsea,Entire home/apt,1495,1,11,0.22,0
6703091,35087743,Manhattan,East Village,Entire home/apt,100,5,0,,0
6703106,34841020,Brooklyn,Williamsburg,Private room,110,1,1,0.02,0
6704000,34578795,Queens,Astoria,Private room,45,10,1,0.02,0
6705158,35100060,Manhattan,Harlem,Entire home/apt,399,4,15,0.31,5
6705558,16462666,Brooklyn,Williamsburg,Private room,103,2,1,0.03,0
6705604,35103293,Bronx,Norwood,Private room,33,7,40,0.82,0
6705606,35103206,Queens,Rego Park,Entire home/apt,86,3,3,0.09,0
6706074,25071191,Queens,Ditmars Steinway,Entire home/apt,110,5,5,0.1,0
6706494,2466294,Brooklyn,Bushwick,Entire home/apt,160,2,3,0.06,359
6706703,8556751,Queens,Ditmars Steinway,Private room,50,3,0,,0
6709867,11039369,Brooklyn,Fort Greene,Private room,55,1,1,0.02,0
6711306,14946552,Brooklyn,Park Slope,Private room,100,14,0,,0
6712530,10771238,Manhattan,Harlem,Private room,80,2,185,3.72,203
6712618,22651758,Queens,Sunnyside,Entire home/apt,85,1,2,0.04,0
6713005,35144920,Manhattan,Upper East Side,Private room,100,1,0,,0
6713521,1401919,Brooklyn,Bedford-Stuyvesant,Entire home/apt,275,3,21,0.44,5
6713742,35149173,Manhattan,Midtown,Entire home/apt,450,2,2,0.04,364
6713821,12447185,Brooklyn,Crown Heights,Private room,80,1,0,,0
6713911,34988058,Manhattan,Upper East Side,Entire home/apt,275,1,0,,0
6716066,6226676,Manhattan,Harlem,Entire home/apt,120,2,1,0.02,0
6716154,35108277,Manhattan,Upper East Side,Entire home/apt,250,5,0,,0
6716160,171653,Brooklyn,Park Slope,Entire home/apt,250,2,1,0.03,0
6716199,31765814,Queens,Astoria,Private room,85,1,3,0.06,0
6716444,24466159,Manhattan,East Village,Private room,100,7,2,0.04,0
6716695,23082955,Brooklyn,Williamsburg,Private room,65,1,107,2.17,0
6717053,34992043,Queens,Flushing,Private room,68,1,222,4.48,330
6717309,15444104,Manhattan,Upper East Side,Entire home/apt,170,10,11,0.24,0
6717544,35174506,Brooklyn,Bensonhurst,Private room,50,2,9,1.41,81
6717607,4130512,Brooklyn,Bushwick,Private room,45,30,1,0.03,0
6718257,26377263,Brooklyn,East Flatbush,Private room,48,30,2,0.06,249
6718383,26377263,Brooklyn,East Flatbush,Private room,43,30,1,0.02,347
6719207,26377263,Brooklyn,East Flatbush,Private room,47,30,0,,311
6722799,21079341,Manhattan,Chelsea,Entire home/apt,260,2,2,0.18,0
6723207,5013592,Brooklyn,Flatbush,Entire home/apt,75,7,0,,0
6725463,19406327,Manhattan,Murray Hill,Shared room,160,1,0,,365
6726337,21444167,Bronx,Kingsbridge,Entire home/apt,159,3,8,0.17,112
6726361,921857,Brooklyn,Bedford-Stuyvesant,Private room,50,7,3,0.06,31
6726702,7588851,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,5,0,,0
6728550,34058193,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,5,5,0.1,0
6729568,6386894,Brooklyn,Cobble Hill,Private room,80,2,4,0.19,0
6729589,6386894,Brooklyn,Boerum Hill,Entire home/apt,115,4,13,0.64,18
6730056,7186661,Manhattan,Chelsea,Entire home/apt,200,1,4,0.09,0
6730582,32220047,Queens,Springfield Gardens,Entire home/apt,160,3,29,0.59,179
6731170,24131487,Manhattan,Harlem,Entire home/apt,109,3,1,0.02,0
6731373,35086035,Brooklyn,Crown Heights,Private room,25,2,5,0.27,158
6731463,63588,Brooklyn,Prospect Heights,Entire home/apt,280,5,5,0.1,0
6731564,35254359,Queens,Astoria,Entire home/apt,120,1,0,,0
6731830,30345458,Brooklyn,Williamsburg,Entire home/apt,98,3,8,0.21,0
6732446,5532810,Brooklyn,Williamsburg,Private room,70,2,99,2.02,37
6733512,1398639,Brooklyn,Bedford-Stuyvesant,Private room,55,10,14,0.31,301
6737048,35280507,Queens,Ridgewood,Entire home/apt,100,3,17,1.41,0
6737815,10576227,Manhattan,Chelsea,Entire home/apt,200,5,1,0.02,0
6738207,8965532,Manhattan,Lower East Side,Entire home/apt,120,1,11,0.27,0
6738524,35287916,Brooklyn,Greenpoint,Entire home/apt,150,14,1,0.02,0
6739145,25368839,Staten Island,Dongan Hills,Entire home/apt,155,3,63,1.29,0
6741023,1012583,Brooklyn,Williamsburg,Private room,60,7,6,0.13,0
6741094,35299368,Manhattan,Murray Hill,Private room,200,1,1,0.02,0
6742680,6028102,Manhattan,Upper East Side,Entire home/apt,200,3,47,0.95,0
6743346,5556571,Brooklyn,Williamsburg,Shared room,25,1,25,0.5,358
6743935,740756,Manhattan,West Village,Entire home/apt,199,2,14,0.29,0
6746003,1211067,Staten Island,Tompkinsville,Private room,49,2,100,2.12,284
6747106,2388537,Manhattan,Morningside Heights,Entire home/apt,105,15,33,0.69,5
6747193,35322092,Brooklyn,Bedford-Stuyvesant,Private room,49,1,107,2.19,69
6747308,3282552,Manhattan,Upper West Side,Entire home/apt,256,4,11,0.23,0
6747685,29769754,Manhattan,NoHo,Entire home/apt,499,3,35,0.72,223
6747958,20904647,Brooklyn,Fort Greene,Private room,90,4,32,0.67,295
6748032,35329789,Brooklyn,Sunset Park,Entire home/apt,80,4,152,3.08,142
6748711,3900093,Brooklyn,Williamsburg,Entire home/apt,180,3,35,0.71,18
6748933,1490702,Manhattan,Chelsea,Entire home/apt,145,6,2,0.04,0
6748952,34950721,Brooklyn,Williamsburg,Private room,100,1,1,0.02,0
6749285,4195861,Brooklyn,Crown Heights,Entire home/apt,150,3,208,4.36,238
6749837,25111342,Brooklyn,Kensington,Private room,95,2,0,,0
6750178,173938,Brooklyn,Bedford-Stuyvesant,Private room,55,5,4,0.08,21
6750443,35288455,Brooklyn,Williamsburg,Entire home/apt,147,3,55,1.29,5
6751450,7209,Manhattan,Midtown,Entire home/apt,220,3,108,2.17,24
6757821,28813132,Manhattan,Morningside Heights,Private room,70,1,0,,0
6758846,22894987,Brooklyn,Williamsburg,Entire home/apt,100,1,0,,0
6758849,35384978,Manhattan,Upper East Side,Entire home/apt,888,2,42,0.86,35
6759052,5693024,Brooklyn,Bedford-Stuyvesant,Private room,40,1,1,0.02,0
6759264,35386618,Queens,Astoria,Private room,70,1,7,0.15,325
6759527,35388074,Brooklyn,Sunset Park,Private room,150,1,1,0.02,0
6760295,12432739,Brooklyn,Greenpoint,Private room,75,7,1,0.03,0
6760353,35391852,Brooklyn,Bushwick,Entire home/apt,85,5,2,0.04,0
6760893,11631535,Manhattan,East Harlem,Entire home/apt,124,3,6,0.14,0
6761084,29239547,Manhattan,Washington Heights,Entire home/apt,89,2,25,0.79,346
6761717,1549503,Brooklyn,Brooklyn Heights,Entire home/apt,195,3,1,0.02,0
6761985,2521069,Brooklyn,Williamsburg,Entire home/apt,160,3,27,0.55,193
6763899,5360450,Manhattan,Harlem,Private room,60,1,5,0.1,0
6764316,362418,Brooklyn,DUMBO,Private room,125,3,181,3.67,111
6764999,35415860,Manhattan,West Village,Entire home/apt,225,2,6,0.12,0
6765697,35417042,Queens,Astoria,Private room,86,4,28,0.59,364
6765965,35421272,Brooklyn,Williamsburg,Entire home/apt,119,4,6,0.12,0
6766169,35422693,Brooklyn,Crown Heights,Entire home/apt,70,15,9,0.19,0
6766259,35423181,Queens,Astoria,Private room,75,1,10,0.22,357
6766662,35426209,Queens,Astoria,Entire home/apt,150,3,3,0.06,0
6766875,35426480,Brooklyn,Fort Greene,Entire home/apt,145,25,1,0.02,0
6766894,27103894,Brooklyn,Williamsburg,Private room,115,1,0,,0
6766908,308930,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,5,7,0.15,0
6767047,23582893,Brooklyn,Bushwick,Private room,53,21,24,0.49,114
6767603,35432501,Manhattan,Midtown,Private room,110,1,0,,0
6767911,24742173,Manhattan,Upper West Side,Entire home/apt,130,4,16,0.32,0
6768399,30616879,Queens,Flushing,Private room,48,2,53,1.07,153
6769535,32220047,Queens,Springfield Gardens,Entire home/apt,105,3,7,0.14,0
6775098,23985505,Manhattan,Greenwich Village,Entire home/apt,150,1,0,,0
6775943,9284163,Queens,Woodhaven,Entire home/apt,65,2,85,2.4,311
6776230,35474215,Queens,Ridgewood,Entire home/apt,100,4,1,0.02,0
6776698,9284163,Queens,Woodhaven,Private room,39,2,262,5.28,346
6776711,35476099,Manhattan,Upper East Side,Entire home/apt,150,5,2,0.04,0
6777603,6378149,Brooklyn,Bushwick,Private room,50,2,28,0.56,0
6778776,18591697,Manhattan,Washington Heights,Private room,55,7,4,0.09,0
6779136,35488245,Manhattan,West Village,Entire home/apt,195,1,1,0.02,0
6780285,230856,Brooklyn,Williamsburg,Entire home/apt,295,30,6,0.13,0
6781648,3403868,Manhattan,West Village,Entire home/apt,140,4,0,,0
6782407,31147528,Brooklyn,Williamsburg,Private room,45,1,0,,0
6782841,23582893,Brooklyn,Bushwick,Private room,50,91,42,0.85,218
6783518,35512327,Brooklyn,Bedford-Stuyvesant,Private room,75,3,0,,0
6784171,18268348,Manhattan,Little Italy,Private room,110,4,12,0.26,0
6784207,6387355,Brooklyn,Bushwick,Private room,64,2,48,1.0,318
6784378,7788268,Brooklyn,Prospect-Lefferts Gardens,Private room,75,2,10,0.22,52
6784406,12764250,Manhattan,Financial District,Private room,125,1,0,,0
6784669,29509026,Manhattan,Upper East Side,Entire home/apt,130,1,6,0.13,0
6784807,15724675,Queens,Woodside,Private room,50,2,16,0.42,0
6784873,2903840,Brooklyn,Greenpoint,Entire home/apt,270,4,4,0.09,7
6784908,18186682,Manhattan,Inwood,Entire home/apt,78,30,2,0.09,15
6786181,32722063,Brooklyn,East Flatbush,Entire home/apt,100,2,157,3.18,342
6786761,35524316,Manhattan,Hell's Kitchen,Private room,155,1,176,3.57,248
6787310,35524316,Manhattan,Hell's Kitchen,Private room,210,1,182,3.69,249
6791173,32596841,Brooklyn,Crown Heights,Private room,59,1,1,0.02,0
6792415,8198108,Brooklyn,Greenpoint,Entire home/apt,140,2,8,0.17,0
6792702,12965328,Brooklyn,Greenpoint,Private room,59,3,0,,0
6792888,35340889,Queens,Sunnyside,Entire home/apt,89,5,4,0.09,0
6794912,24973811,Manhattan,Inwood,Private room,50,1,1,0.02,0
6795252,12541502,Brooklyn,Bedford-Stuyvesant,Private room,85,3,0,,0
6795568,35524316,Manhattan,Hell's Kitchen,Private room,155,1,179,3.66,243
6795657,33622924,Manhattan,Harlem,Private room,75,1,134,3.13,354
6796530,35574300,Brooklyn,Gowanus,Private room,98,1,238,4.85,236
6797129,8924676,Manhattan,Upper West Side,Entire home/apt,375,1,0,,0
6797564,35581556,Manhattan,Gramercy,Entire home/apt,120,1,0,,0
6797905,11013095,Manhattan,Upper East Side,Entire home/apt,150,8,0,,0
6798068,1320538,Brooklyn,Williamsburg,Entire home/apt,102,10,8,0.2,277
6798811,33279657,Brooklyn,Midwood,Entire home/apt,85,2,20,0.41,0
6799118,35590273,Brooklyn,Red Hook,Entire home/apt,80,1,0,,0
6799130,35590273,Brooklyn,Red Hook,Private room,35,10,1,0.02,0
6799692,35524316,Manhattan,Hell's Kitchen,Private room,255,1,192,3.91,305
6799814,35524316,Manhattan,Hell's Kitchen,Private room,245,1,162,3.29,1
6799895,35524316,Manhattan,Hell's Kitchen,Private room,155,1,201,4.1,240
6799932,35524316,Manhattan,Hell's Kitchen,Private room,155,1,200,4.07,240
6799944,257676,Brooklyn,Flatbush,Private room,148,1,12,0.24,90
6799957,35524316,Manhattan,Hell's Kitchen,Private room,155,1,203,4.13,211
6799999,35524316,Manhattan,Hell's Kitchen,Private room,165,1,153,3.16,271
6800277,35524316,Manhattan,Hell's Kitchen,Private room,155,1,189,3.86,245
6800548,503555,Brooklyn,Williamsburg,Entire home/apt,389,3,18,0.37,0
